c_alfabeta,principio_activo,marca_comercial,presentacion,laboratorio,potencia,potencia_medida,unidades_presentacion,pactivo_concentracion,periodo,copago
2217,metoclopramida,RELIVERAN,nñ.gts.x 20 ml,Gador,"40,0",mg,1,"metoclopramida_40,0_mg_1",202504,2338.45
2219,metoclopramida,RELIVERAN,ad.gts.x 20 ml,Gador,"100,0",mg,1,"metoclopramida_100,0_mg_1",202504,3218.78
2220,metoclopramida,RELIVERAN,ad.gts.x 60 ml,Gador,"300,0",mg,1,"metoclopramida_300,0_mg_1",202504,8107.9
2232,acenocumarol,SINTROM,4 mg comp.x 20,Siegfried,"4,0",mg,20,"acenocumarol_4,0_mg_20",202504,2153.81
2243,hidroxietil rutósidos,VENORUTON,500 mg comp.x 50,GlaxoSmithKline,"500,0",mg,50,"hidroxietil rutósidos_500,0_mg_50",202504,337.36
2276,lincomicina,FRADEMICINA,300 mg a.x 4 x 1 ml,Janssen-Cilag,"300,0",mg,4,"lincomicina_300,0_mg_4",202504,467.88
2296,alprazolam,XANAX,0.50 mg comp.x 30,Aspen Pharma,"0,5",mg,30,"alprazolam_0,5_mg_30",202504,1643.04
2297,alprazolam,XANAX,0.50 mg comp.x 60,Aspen Pharma,"0,5",mg,60,"alprazolam_0,5_mg_60",202504,3336.76
2299,alprazolam,XANAX,1 mg comp.x 60,Aspen Pharma,"1,0",mg,60,"alprazolam_1,0_mg_60",202504,5032.61
2400,cumarina+troxerrutina,ESBERIVEN DEPOT,grag.x 50,Craveri,"105,0",mg,50,"cumarina+troxerrutina_105,0_mg_50",202504,15019.54
2424,ergotamina+cafeína+asoc.,TETRALGIN NOVO,comp.x 20,Siegfried,"509,0",mg,20,"ergotamina+cafeína+asoc._509,0_mg_20",202504,4352.39
2425,ergotamina+cafeína+asoc.,TETRALGIN NOVO,comp.x 40,Siegfried,"509,0",mg,40,"ergotamina+cafeína+asoc._509,0_mg_40",202504,8127.93
2464,loperamida,VILTAR,comp.x 10,Dallas,"2,0",mg,10,"loperamida_2,0_mg_10",202504,2339.57
2470,cefadroxilo,CEFACILINA,500 mg comp.x 8,Montpellier,"500,0",mg,8,"cefadroxilo_500,0_mg_8",202504,2906.3
2516,cefadroxilo,CEFACILINA,500 mg comp.x 16,Montpellier,"500,0",mg,16,"cefadroxilo_500,0_mg_16",202504,5657.35
2554,furosemida,FUROSEMIDA KLONAL,40 mg comp.x 50,Klonal,"40,0",mg,50,"furosemida_40,0_mg_50",202504,196.81
2572,cefadroxilo,CEFACILINA,1000 mg comp.x 8,Montpellier,"1000,0",mg,8,"cefadroxilo_1000,0_mg_8",202504,1231.19
2574,difenilhidantoinato ca+fenobarb.,LOTOQUIS,comp.x 100,Beta,"200,0",mg,100,"difenilhidantoinato ca+fenobarb._200,0_mg_100",202504,9886.06
2583,"hierro,sulfato",SIDERBLUT,comp.x 30,Siegfried,"60,0",mg,30,"hierro,sulfato_60,0_mg_30",202504,5666.49
2607,magnesio,MAGNEBE,comp.x 24,Dom¿nguez,"385,9",mg,24,"magnesio_385,9_mg_24",202504,10789.84
2608,magnesio,MAGNEBE,comp.x 60,Dom¿nguez,"385,9",mg,60,"magnesio_385,9_mg_60",202504,23479.36
2609,hidroquinona+asoc.,MELASMAX,cr.x 10 g,Dom¿nguez,"400,0",mg,1,"hidroquinona+asoc._400,0_mg_1",202504,10848.61
2695,ciprofloxacina,CIRIAX,500 mg comp.x 10,Roemmers,"500,0",mg,10,"ciprofloxacina_500,0_mg_10",202504,5981.0
2752,diclofenac sódico,CURINFLAM A.P.,cáps.x 15,Duncan,"100,0",mg,15,"diclofenac sódico_100,0_mg_15",202504,8703.52
2754,diclofenac sódico,CURINFLAM,iny.a.x 6 x 3 ml,Duncan,"75,0",mg,6,"diclofenac sódico_75,0_mg_6",202504,5644.66
2765,bromazepam,NULASTRES,3 mg comp.x 20,Duncan,"3,0",mg,20,"bromazepam_3,0_mg_20",202504,334.52
2766,bromazepam,NULASTRES,3 mg comp.x 50,Duncan,"3,0",mg,50,"bromazepam_3,0_mg_50",202504,685.93
2767,bromazepam,NULASTRES,6 mg comp.x 20,Duncan,"6,0",mg,20,"bromazepam_6,0_mg_20",202504,430.14
2768,bromazepam,NULASTRES,6 mg comp.x 50,Duncan,"6,0",mg,50,"bromazepam_6,0_mg_50",202504,914.3
2784,isoconazol,MUPATEN VAGINAL,600 mg blist.ov.x 1,Bayer (PH),,No Clasificada,1,isoconazol_No Clasificada_1,202504,728.99
2820,"sodio,cloruro+asoc.",MAR-V,fco.x 45 ml,Siegfried,,No Clasificada,1,"sodio,cloruro+asoc._No Clasificada_1",202504,3310.9
2824,piroxicam,PIROXICAM DUPOMAR,20 mg comp.x 10,Siegfried,"20,0",mg,10,"piroxicam_20,0_mg_10",202504,750.74
2825,piroxicam,PIROXICAM DUPOMAR,20 mg comp.x 30,Siegfried,"20,0",mg,30,"piroxicam_20,0_mg_30",202504,1540.89
2831,piroxicam+asoc.,PIROXICAM RELAX,comp.x 30,Siegfried,,No Clasificada,30,piroxicam+asoc._No Clasificada_30,202504,1796.55
2832,piroxicam,PIROXICAM DUPOMAR,gel x 50 g,Siegfried,"500,0",mg,1,"piroxicam_500,0_mg_1",202504,991.97
2843,sulfametoxazol+trimetoprima+asoc,NETOCUR BALSAMICO,jbe.x 100 ml,Duncan,,No Clasificada,1,sulfametoxazol+trimetoprima+asoc_No Clasificada_1,202504,3508.99
2899,sulfametoxazol+trimetoprima+asoc,NETOCUR BALSAMICO,comp.x 10,Duncan,,No Clasificada,10,sulfametoxazol+trimetoprima+asoc_No Clasificada_10,202504,3775.74
2917,diclofenac dietilamina,OXA GEL,gel x 100 g,Beta,"1160,0",mg,1,"diclofenac dietilamina_1160,0_mg_1",202504,12134.98
2920,ampicilina,AMPIGEN,500 mg comp.x 8,Fabra,"500,0",mg,8,"ampicilina_500,0_mg_8",202504,2033.93
2921,diclofenac+pridinol,OXADISTEN,comp.rec.x 40,Beta,"54,0",mg,40,"diclofenac+pridinol_54,0_mg_40",202504,15665.17
2930,idoxuridina,IDULEA CON ADHEFILM,gts.x 10 ml,Laboratorio Val,"10,0",mg,1,"idoxuridina_10,0_mg_1",202504,8317.75
2931,idoxuridina,IDULEA,ung.derm.x 10 g,Laboratorio Val,,No Clasificada,1,idoxuridina_No Clasificada_1,202504,3447.86
2952,carboximetilcisteína,MUCOLITIC,jbe.x 150 ml,Roemmers,"7500,0",mg,1,"carboximetilcisteína_7500,0_mg_1",202504,5686.34
2999,amoxicilina,GRINSIL,500 mg susp.x 120 ml,Siegfried,"12000,0",mg,1,"amoxicilina_12000,0_mg_1",202504,3443.64
3068,betametasona+gentamicina,DIPROGENTA,cr.x 20 g,Organon Arg.,"30,0",mg,1,"betametasona+gentamicina_30,0_mg_1",202504,7941.76
3073,betametasona,DIPROSONE,cr.x 15 g,Organon Arg.,"7,5",mg,1,"betametasona_7,5_mg_1",202504,7289.09
3075,betametasona,DIPROSONE,loc.x 30 ml,Organon Arg.,"15,0",mg,1,"betametasona_15,0_mg_1",202504,9879.71
3082,bromazepam,CREOSEDIN,3 mg comp.x 50,Rontag,"3,0",mg,50,"bromazepam_3,0_mg_50",202504,2638.2
3135,enalapril+hidroclorotiazida,CO-RENITEC,10/25 mg comp.x 20,Organon Arg.,"35,0",mg,20,"enalapril+hidroclorotiazida_35,0_mg_20",202504,1832.17
3136,enalapril+hidroclorotiazida,CO-RENITEC,10/25 mg comp.x 60,Organon Arg.,"35,0",mg,60,"enalapril+hidroclorotiazida_35,0_mg_60",202504,5496.26
3196,bromazepam,CREOSEDIN,6 mg comp.x 50,Rontag,"6,0",mg,50,"bromazepam_6,0_mg_50",202504,7079.0
3201,fluoxetina,NEUPAX,20 mg comp.x 30,Bag¿,"20,0",mg,30,"fluoxetina_20,0_mg_30",202504,7805.44
3224,"vit.b,complejo+asoc.",ANEMIDOX,a.x 3 x 2 ml,Elea,,No Clasificada,3,"vit.b,complejo+asoc._No Clasificada_3",202504,18155.36
3232,deflazacort,AZACORTID,6 mg comp.x 20,Sanofi-Aventis,"6,0",mg,20,"deflazacort_6,0_mg_20",202504,674.99
3238,ambroxol+clenbuterol,OXIBRON N.F.,comp.x 30,Montpellier,"30,0",mg,30,"ambroxol+clenbuterol_30,0_mg_30",202504,3239.94
3239,ambroxol+clenbuterol,OXIBRON N.F.,gts.x 30 ml,Montpellier,"900,6",mg,1,"ambroxol+clenbuterol_900,6_mg_1",202504,3312.17
3240,eritromicina,PANTOMICINA 400,E.S.400 mg susp.x 60 ml,Bag¿,"4800,0",mg,1,"eritromicina_4800,0_mg_1",202504,6398.97
3249,lisinopril,ZESTRIL,10 mg comp.x 60,AstraZeneca,,No Clasificada,60,lisinopril_No Clasificada_60,202504,176.82
3267,difenilhidantoinato ca+fenobarb.,LOTOQUIS 5,comp.x 100,Beta,"150,0",mg,100,"difenilhidantoinato ca+fenobarb._150,0_mg_100",202504,10410.49
3307,enalapril+hidroclorotiazida,CO-RENITEC,20/12.5 mg comp.x 60,Organon Arg.,"32,5",mg,60,"enalapril+hidroclorotiazida_32,5_mg_60",202504,6566.57
3308,piroxicam,BENISAN,comp.x 20,Fabra,"20,0",mg,20,"piroxicam_20,0_mg_20",202504,3280.79
3310,piroxicam+vit.b12,BUTA RUT B12,comp.x 20,Fabra,"20,5",mg,20,"piroxicam+vit.b12_20,5_mg_20",202504,9179.58
3311,betametasona,BUTASONA FABRA,comp.x 20,Fabra,"0,5",mg,20,"betametasona_0,5_mg_20",202504,2896.77
3313,betametasona,BUTASONA FABRA,cr.x 15 g,Fabra,"15,0",mg,1,"betametasona_15,0_mg_1",202504,3390.01
3319,diazepam,DIAZEPAM FABRA,10 mg comp.x 50,Fabra,"10,0",mg,50,"diazepam_10,0_mg_50",202504,5525.15
3329,carbamazepina,CONFORMAL,200 mg comp.x 30,Teva Argentina,"200,0",mg,30,"carbamazepina_200,0_mg_30",202504,2423.03
3338,betametasona,BETNOVATE CAPILAR,loc.x 30 ml,GlaxoSmithKline,"30,0",mg,1,"betametasona_30,0_mg_1",202504,4006.65
3385,tobramicina+dexametasona,TOBRADEX,susp.oft.x 5 ml,Novartis,"20,0",mg,1,"tobramicina+dexametasona_20,0_mg_1",202504,6774.07
3386,ergotamina+cafeína+asoc.,TETRALGIN,comp.x 100,Siegfried,"509,5",mg,100,"ergotamina+cafeína+asoc._509,5_mg_100",202504,19109.22
3417,norfloxacina,UROSEPTAL,comp.x 20,Bag¿,"400,0",mg,20,"norfloxacina_400,0_mg_20",202504,7493.96
3457,enalapril,GLIOTEN 10,10 mg comp.x 30,Bag¿,"10,0",mg,30,"enalapril_10,0_mg_30",202504,1657.44
3462,enalapril,GLIOTEN 10,10 mg comp.x 60,Bag¿,"10,0",mg,60,"enalapril_10,0_mg_60",202504,3314.71
3463,enalapril,GLIOTEN 20,20 mg comp.x 30,Bag¿,"20,0",mg,30,"enalapril_20,0_mg_30",202504,2155.02
3464,enalapril,GLIOTEN 20,20 mg comp.x 60,Bag¿,"20,0",mg,60,"enalapril_20,0_mg_60",202504,4309.9
3520,lorazepam,KALMALIN,2.5 mg comp.x 40,Bag¿,"2,5",mg,40,"lorazepam_2,5_mg_40",202504,277.07
3524,clorfeniramina,ALERGITRAT,comp.x 20,Fecofar,"4,0",mg,20,"clorfeniramina_4,0_mg_20",202504,2547.9
3525,clorfeniramina,ALERGITRAT,jbe.x 120 ml,Fecofar,"60,0",mg,1,"clorfeniramina_60,0_mg_1",202504,2547.9
3539,dexametasona,DEXAMETASONA FECOFAR,comp.x 20,Fecofar,"0,5",mg,20,"dexametasona_0,5_mg_20",202504,2578.34
3542,nafazolina+asoc.,DRYNISAN,sol.x 15 ml,Fecofar,"7,5",mg,1,"nafazolina+asoc._7,5_mg_1",202504,1799.46
3546,furosemida,FUROSEMIDA FECOFAR,comp.x 30,Fecofar,"40,0",mg,30,"furosemida_40,0_mg_30",202504,1821.41
3628,"mefenámico,ác.",PONSTIL FORTE,comp.x 15,Elea,"500,0",mg,15,"mefenámico,ác._500,0_mg_15",202504,2061.46
3634,amoxicilina+sulbactam,TRIFAMOX IBL 750,750 mg iny.x 1,Bag¿,"750,0",mg,1,"amoxicilina+sulbactam_750,0_mg_1",202504,1923.43
3635,amoxicilina+sulbactam,TRIFAMOX IBL 1500,1500 mg iny.x 1,Bag¿,"1500,0",mg,1,"amoxicilina+sulbactam_1500,0_mg_1",202504,2828.02
3641,cinarizina,NATROPAS,75 mg comp.x 100,Finadiet,"75,0",mg,100,"cinarizina_75,0_mg_100",202504,4577.26
3645,beta-sitosterol,PROSTACUR,comp.x 50,Finadiet,"10,0",mg,50,"beta-sitosterol_10,0_mg_50",202504,6677.89
3646,beta-sitosterol,PROSTACUR,comp.x 100,Finadiet,"10,0",mg,100,"beta-sitosterol_10,0_mg_100",202504,11707.94
3650,loperamida,REGULANE,comp.x 10,Finadiet,"2,0",mg,10,"loperamida_2,0_mg_10",202504,2536.81
3657,tetraciclina+papaína,SOLUSTRES,grag.x 16,Finadiet,,No Clasificada,16,tetraciclina+papaína_No Clasificada_16,202504,83.42
3659,clorazepato dipotásico,TENCILAN,5 mg comp.x 50,Finadiet,"5,0",mg,50,"clorazepato dipotásico_5,0_mg_50",202504,3405.75
3661,clorazepato dipotásico,TENCILAN,10 mg comp.x 50,Finadiet,"10,0",mg,50,"clorazepato dipotásico_10,0_mg_50",202504,3956.17
3712,ergotamina+cafeína+asoc.,MIGRAL,500 mg comp.x 20,Montpellier,"601,0",mg,20,"ergotamina+cafeína+asoc._601,0_mg_20",202504,4015.5
3722,ergotamina+cafeína+asoc.,MIGRAL,500 mg comp.x 50,Montpellier,"601,0",mg,50,"ergotamina+cafeína+asoc._601,0_mg_50",202504,9728.24
3744,ibuprofeno,IBUPIRAC 600 MG,comp.x 20,Pfizer,"600,0",mg,20,"ibuprofeno_600,0_mg_20",202504,7719.46
3745,ibuprofeno,IBUPIRAC 600 MG,comp.x 50,Pfizer,"600,0",mg,50,"ibuprofeno_600,0_mg_50",202504,18062.77
3749,nifedipina,ADALAT OROS,60 mg comp.x 20,Bayer (PH),"60,0",mg,20,"nifedipina_60,0_mg_20",202504,202.26
3831,simeticona,FACTOR AG FORTE,emuls.x 150 ml,Casasco,"22500,0",mg,1,"simeticona_22500,0_mg_1",202504,3548.81
3832,lisinopril,LISINAL 10,comp.x 30,Beta,"10,0",mg,30,"lisinopril_10,0_mg_30",202504,623.3
3833,lisinopril,LISINAL 20,comp.x 30,Beta,"20,0",mg,30,"lisinopril_20,0_mg_30",202504,465.83
3847,atenolol,ATENOLOL GADOR,50 mg comp.x 28,Gador,"50,0",mg,28,"atenolol_50,0_mg_28",202504,1383.95
3849,atenolol,ATENOLOL GADOR,100 mg comp.x 28,Gador,"100,0",mg,28,"atenolol_100,0_mg_28",202504,1872.33
3852,"tióctico,ác.+pancreatina+asoc.",BILETAN ENZIMATICO,comp.x 40,Gador,"310,0",mg,40,"tióctico,ác.+pancreatina+asoc._310,0_mg_40",202504,5890.84
3853,"tióctico,ác.",BILETAN,25 mg grag.x 40,Gador,"25,0",mg,40,"tióctico,ác._25,0_mg_40",202504,2452.41
3854,"tióctico,ác.",BILETAN FORTE,iny.a.x 5 x 2 ml,Gador,"50,0",mg,5,"tióctico,ác._50,0_mg_5",202504,2666.32
3867,meprednisona,CORTIPYREN B,40 mg comp.x 20,Gador,"40,0",mg,20,"meprednisona_40,0_mg_20",202504,16775.68
3869,metimazol,DANANTIZOL,5 mg comp.x 100,Gador,"5,0",mg,100,"metimazol_5,0_mg_100",202504,2601.72
3875,"sodio,fosfato",ENEMOL,sol.x 135 ml,Gador,"35100,0",mg,1,"sodio,fosfato_35100,0_mg_1",202504,3042.4
3883,griseofulvina,GRISOVIN FP,500 mg comp.x 24,Siegfried,"500,0",mg,24,"griseofulvina_500,0_mg_24",202504,10602.6
3899,glicerina+asoc.,MICRONEMA,tubos x 3 x 6.2 ml,Pfizer,"2,3",g,3,"glicerina+asoc._2,3_g_3",202504,3456.68
3908,propranolol,PROPRANOLOL GADOR,10 mg comp.x 20,Gador,"10,0",mg,20,"propranolol_10,0_mg_20",202504,631.93
3909,salbutamol,VENTOLIN,sol.p/nebul.x 20 ml,GlaxoSmithKline,"100000,0",mcg,1,"salbutamol_100000,0_mcg_1",202504,1695.18
3910,propranolol,PROPRANOLOL GADOR,80 mg comp.x 50,Gador,"80,0",mg,50,"propranolol_80,0_mg_50",202504,2185.58
3915,"vit.b,complejo+asoc.",MEMOREX COMPUESTO,comp.x 20,Montpellier,,No Clasificada,20,"vit.b,complejo+asoc._No Clasificada_20",202504,11240.54
3917,"vit.b,complejo+asoc.",MEMOREX COMPUESTO,comp.x 40,Montpellier,,No Clasificada,40,"vit.b,complejo+asoc._No Clasificada_40",202504,19214.51
3970,betametasona,BETNOVATE,cr.x 30 g,GlaxoSmithKline,"30,0",mg,1,"betametasona_30,0_mg_1",202504,5788.67
3973,betametasona+neomicina,BETNOVATE N,cr.x 30 g,GlaxoSmithKline,"180,0",mg,1,"betametasona+neomicina_180,0_mg_1",202504,4956.56
3974,haloperidol,HALOPIDOL,1 mg comp.x 100,Janssen-Cilag,"1,0",mg,100,"haloperidol_1,0_mg_100",202504,5065.32
3975,haloperidol,HALOPIDOL,5 mg comp.x 60,Janssen-Cilag,"5,0",mg,60,"haloperidol_5,0_mg_60",202504,10320.36
3982,cefuroxima,CEFUROX,750 mg f.a.x 1,Elea,"750,0",mg,1,"cefuroxima_750,0_mg_1",202504,27.54
3994,lactulosa,LACTULON,jbe.x 250 ml,Lazar,"162500,0",mg,1,"lactulosa_162500,0_mg_1",202504,11868.8
3998,clobetasol,DERMADEX,cr.x 30 g,GlaxoSmithKline,"15,0",mg,1,"clobetasol_15,0_mg_1",202504,7136.72
4000,clobetasol,DERMADEX,ung.x 30 g,GlaxoSmithKline,"15,0",mg,1,"clobetasol_15,0_mg_1",202504,6547.27
4001,clobetasol,DERMADEX CAPILAR,loc.x 30 ml,GlaxoSmithKline,"15,0",mg,1,"clobetasol_15,0_mg_1",202504,5641.78
4007,ceftazidima,FORTUM,1000 mg f.a.x 1,Elea,,No Clasificada,1,ceftazidima_No Clasificada_1,202504,70.24
4010,levotiroxina,LEVOTIROXINA GSK,100 mcg comp.x 50,GlaxoSmithKline,"100,0",mcg,50,"levotiroxina_100,0_mcg_50",202504,1906.68
4104,ambroxol+butetamato,BRONQUISEDAN,ad.jbe.x 150 ml,Elea,"1125,0",mg,1,"ambroxol+butetamato_1125,0_mg_1",202504,3648.29
4197,bisacodilo,MODATON,5 mg comp.rec.x 50,Montpellier,"5,0",mg,50,"bisacodilo_5,0_mg_50",202504,3399.16
4201,difenilhidantoinato de calcio,LOTOQUIS SIMPLE,comp.x 100,Beta,"100,0",mg,100,"difenilhidantoinato de calcio_100,0_mg_100",202504,11266.58
4214,paracetamol+dipirona,MULTIN,gts.x 20 ml,Lazar,"10400,0",mg,1,"paracetamol+dipirona_10400,0_mg_1",202504,3335.57
4289,glibenclamida,DAONIL,comp.x 30,Sanofi-Aventis,"5,0",mg,30,"glibenclamida_5,0_mg_30",202504,0.0
4290,glibenclamida,DAONIL,comp.x 60,Sanofi-Aventis,"5,0",mg,60,"glibenclamida_5,0_mg_60",202504,0.0
4306,clobazam,KARIDIUM,10 mg comp.x 60,Elea,"10,0",mg,60,"clobazam_10,0_mg_60",202504,4286.62
4314,furosemida,LASIX,a.x 10 x 2 ml,Sanofi-Aventis,"20,0",mg,10,"furosemida_20,0_mg_10",202504,299.23
4315,furosemida,LASIX,40 mg comp.x 50,Sanofi-Aventis,"40,0",mg,50,"furosemida_40,0_mg_50",202504,4468.37
4370,digoxina,LANOXIN (DIGOXINA),0.25 mg comp.x 100,Roemmers,"250,0",mcg,100,"digoxina_250,0_mcg_100",202504,2250.58
4393,nalbufina,NUBAINA,10 mg/ml a.x 10 x 1 ml,Rontag,"10,0",mg,10,"nalbufina_10,0_mg_10",202504,13462.18
4395,nalbufina,NUBAINA,20 mg/ml a.x 10 x 1 ml,Rontag,"20,0",mg,10,"nalbufina_20,0_mg_10",202504,19691.98
4398,atenolol+clortalidona,PRENORETIC,100 mg comp.x 28,AstraZeneca,"125,0",mg,28,"atenolol+clortalidona_125,0_mg_28",202504,182.15
4420,nalbufina,NUBAINA,10 mg/ml a.x 5 x 1 ml,Rontag,"10,0",mg,5,"nalbufina_10,0_mg_5",202504,6731.01
4465,"mefenámico,ác.",PONSTIL FORTE,comp.x 30,Elea,"500,0",mg,30,"mefenámico,ác._500,0_mg_30",202504,3780.53
4524,lorazepam,PLARDOX,2.5 mg comp.x 50,Lafedar,"2,5",mg,50,"lorazepam_2,5_mg_50",202504,3026.91
4532,diltiazem,ACALIX,90 mg comp.x 50,Roemmers,"90,0",mg,50,"diltiazem_90,0_mg_50",202504,4313.14
4545,diltiazem,ACALIX,120 mg comp.x 50,Roemmers,"120,0",mg,50,"diltiazem_120,0_mg_50",202504,7681.33
4554,haloperidol,HALOPIDOL,10 mg comp.x 60,Janssen-Cilag,"10,0",mg,60,"haloperidol_10,0_mg_60",202504,20051.6
4555,haloperidol,HALOPIDOL DECANOATO,iny.a.x 1 ml,Janssen-Cilag,"50,0",mg,1,"haloperidol_50,0_mg_1",202504,6674.06
4556,haloperidol,HALOPIDOL DECANOATO,iny.a.x 3 ml,Janssen-Cilag,"150,0",mg,1,"haloperidol_150,0_mg_1",202504,12381.31
4567,mebendazol,NEMASOLE AD,comp.x 6,Janssen-Cilag,"500,0",mg,6,"mebendazol_500,0_mg_6",202504,329.86
4573,ketoconazol,ORIFUNGAL,cr.x 15 g,Janssen-Cilag,"300,0",mg,1,"ketoconazol_300,0_mg_1",202504,7890.6
4586,cinarizina,STUGERON FORTE,comp.x 60,Janssen-Cilag,"75,0",mg,60,"cinarizina_75,0_mg_60",202504,4674.57
4587,cinarizina,STUGERON FORTE,comp.x 100,Janssen-Cilag,"75,0",mg,100,"cinarizina_75,0_mg_100",202504,608.26
4589,cinarizina,STUGERON RETARD,caps.x 40,Janssen-Cilag,"150,0",mg,40,"cinarizina_150,0_mg_40",202504,378.72
4591,loperamida,SUPRASEC,comp.x 10,Janssen-Cilag,"2,0",mg,10,"loperamida_2,0_mg_10",202504,419.8
4598,itraconazol,SPORANOX,caps.x 15,Janssen-Cilag,"100,0",mg,15,"itraconazol_100,0_mg_15",202504,922.9
4599,cinarizina,STUGERON,comp.x 60,Janssen-Cilag,"25,0",mg,60,"cinarizina_25,0_mg_60",202504,245.84
4635,biperideno,AKINETON,comp.x 20,Bag¿,"2,0",mg,20,"biperideno_2,0_mg_20",202504,1261.59
4637,biperideno,AKINETON,comp.x 60,Bag¿,"2,0",mg,60,"biperideno_2,0_mg_60",202504,3265.01
4640,colagenasa+cloranfenicol+asoc.,IRUXOL,ung.x 30 g,Abbott EPD,"300,0",mg,1,"colagenasa+cloranfenicol+asoc._300,0_mg_1",202504,11199.88
4642,verapamilo,ISOPTINO RETARD,120 mg comp.rec.x 20,Abbott EPD,"120,0",mg,20,"verapamilo_120,0_mg_20",202504,6704.55
4652,propafenona,NORMORYTMIN,150 mg comp.rec.x 20,Abbott EPD,"150,0",mg,20,"propafenona_150,0_mg_20",202504,4940.7
4653,propafenona,NORMORYTMIN,300 mg comp.rec.x 20,Abbott EPD,"300,0",mg,20,"propafenona_300,0_mg_20",202504,9273.35
4661,diazepam,VALIUM,10 mg comp.x 50,Siegfried,"10,0",mg,50,"diazepam_10,0_mg_50",202504,5794.04
4737,indapamida,NORANAT,comp.x 30,Siegfried,"2,5",mg,30,"indapamida_2,5_mg_30",202504,3561.04
4738,indapamida,NORANAT,comp.x 60,Siegfried,"2,5",mg,60,"indapamida_2,5_mg_60",202504,5017.68
4754,gliclazida,UNAVA,80 mg comp.x 20,Lafedar,"80,0",mg,20,"gliclazida_80,0_mg_20",202504,0.0
4755,gliclazida,UNAVA,80 mg comp.x 60,Lafedar,"80,0",mg,60,"gliclazida_80,0_mg_60",202504,0.0
4758,"vit.a+bencetonio,cl.+asoc.",HIPOGLOS,pda.x 100 g,Andr¿maco,"17180,0",mg,1,"vit.a+bencetonio,cl.+asoc._17180,0_mg_1",202504,14648.0
4814,sulfametoxazol+trimetoprima,NETOCUR,jbe.x 100 ml,Duncan,"4800,0",mg,1,"sulfametoxazol+trimetoprima_4800,0_mg_1",202504,2805.92
4815,sulfametoxazol+trimetoprima,NETOCUR,800/160 mg comp.x 10,Duncan,"960,0",mg,10,"sulfametoxazol+trimetoprima_960,0_mg_10",202504,3181.48
4867,diclofenac+vit.b12+betametasona,OXA B12,comp.rec.x 30,Beta,"55,3",mg,30,"diclofenac+vit.b12+betametasona_55,3_mg_30",202504,19901.99
4913,hidroxicina,ATARAXONE,10 mg comp.rec.x 20,Lazar,"10,0",mg,20,"hidroxicina_10,0_mg_20",202504,4705.96
4914,hidroxicina,ATARAXONE,25 mg comp.rec.x 20,Lazar,"25,0",mg,20,"hidroxicina_25,0_mg_20",202504,6553.74
4919,cefixima,VIXCEF 400,400 mg comp.x 6,Bag¿,"400,0",mg,6,"cefixima_400,0_mg_6",202504,16318.05
4937,domperidona,ECUAMON,comp.rec.x 20,Lazar,"10,0",mg,20,"domperidona_10,0_mg_20",202504,3338.97
4938,domperidona,ECUAMON,gts.x 20 ml,Lazar,"200,0",mg,1,"domperidona_200,0_mg_1",202504,2985.93
4949,etofenamato,FLOGOL,gel x 50 g,Lazar,,No Clasificada,1,etofenamato_No Clasificada_1,202504,1746.34
4953,"dehidrocólico,ác.+asoc.",BIL 13,comp.x 40,Bag¿,"300,0",mg,40,"dehidrocólico,ác.+asoc._300,0_mg_40",202504,8477.68
4954,paracetamol+dipirona,MULTIN,comp.rec.x 10,Lazar,"600,0",mg,10,"paracetamol+dipirona_600,0_mg_10",202504,1751.62
4965,antraquinona,PYRALVEX,fco.x 10 ml,Lazar,"500,0",mg,1,"antraquinona_500,0_mg_1",202504,4689.59
4980,cefixima,VIXCEF 100,susp.x 30 ml,Bag¿,"600,0",mg,1,"cefixima_600,0_mg_1",202504,5755.85
4981,norfloxacina,UROXACIN,400 mg comp.rec.x 20,Lazar,"400,0",mg,20,"norfloxacina_400,0_mg_20",202504,5472.86
4984,atenolol+asoc.,VERICORDIN COMPUESTO,comp.x 14,Lazar,"77,5",mg,14,"atenolol+asoc._77,5_mg_14",202504,462.06
4989,trihexifenidilo,ARTANE,5 mg comp.x 50,Pfizer,"5,0",mg,50,"trihexifenidilo_5,0_mg_50",202504,2878.31
5036,cefixima,VIXCEF 100,susp.x 60 ml,Bag¿,"1200,0",mg,1,"cefixima_1200,0_mg_1",202504,11119.42
5044,meprednisona,DELTISONA B,4 mg comp.x 20,Elea,"4,0",mg,20,"meprednisona_4,0_mg_20",202504,3273.86
5045,meprednisona,DELTISONA B,40 mg comp.x 20,Elea,"40,0",mg,20,"meprednisona_40,0_mg_20",202504,19619.72
5047,meprednisona,DELTISONA B,8 mg comp.x 20,Elea,"8,0",mg,20,"meprednisona_8,0_mg_20",202504,7530.07
5070,cefalexina,KEFORAL,500 mg comp.rec.x 8,Teva Argentina,"500,0",mg,8,"cefalexina_500,0_mg_8",202504,2162.63
5071,cefalexina,KEFORAL,500 mg comp.rec.x 16,Teva Argentina,"500,0",mg,16,"cefalexina_500,0_mg_16",202504,3812.47
5073,cefalexina,KEFORAL,1000 mg comp.rec.x 8,Teva Argentina,"1000,0",mg,8,"cefalexina_1000,0_mg_8",202504,4054.69
5080,isoniacida,NICOTIBINA,300 mg comp.x 30,Sanofi-Aventis,"300,0",mg,30,"isoniacida_300,0_mg_30",202504,137.62
5094,rifampicina,RIFADIN,300 mg caps.x 8,Sanofi-Aventis,"300,0",mg,8,"rifampicina_300,0_mg_8",202504,410.7
